,GraphhopperKoordinaten,startpoint_lat,startpoint_lon,endpoint_lat,endpoint_lon,StartStationID,StartStationName,EndStationID,EndStationName
1179,"[(8.481132, 49.456729), (8.480707, 49.457313), (8.478481, 49.460285), (8.477024, 49.462262), (8.476635, 49.462775), (8.476403, 49.463135), (8.476174, 49.463457), (8.475702, 49.464087), (8.475492, 49.464358), (8.475356, 49.464474), (8.475021, 49.4647), (8.474916, 49.464787), (8.474844, 49.464897), (8.474711, 49.46528), (8.47468, 49.465331), (8.473962, 49.466248), (8.473235, 49.46721), (8.473147, 49.467311), (8.473082, 49.467426), (8.472437, 49.468258), (8.472249, 49.468611), (8.4722, 49.468679), (8.471939, 49.468887), (8.472117, 49.468975), (8.472131, 49.469021), (8.472062, 49.46938), (8.472029, 49.469476), (8.47183, 49.470414), (8.471944, 49.470428), (8.471713, 49.471516), (8.471743, 49.471799), (8.471664, 49.472201), (8.471599, 49.472388), (8.47147, 49.472608), (8.471349, 49.473129), (8.471425, 49.473275), (8.471285, 49.473899), (8.471174, 49.473889), (8.470727, 49.476007), (8.47069, 49.476135), (8.47091, 49.476316), (8.4705, 49.476566), (8.469728, 49.476976), (8.470285, 49.47743), (8.470196, 49.477508), (8.469845, 49.477707), (8.469758, 49.477723), (8.469266, 49.477979), (8.469233, 49.477977), (8.469125, 49.478034), (8.469057, 49.478068), (8.469029, 49.478151), (8.470256, 49.479241), (8.470576, 49.479086), (8.4707, 49.479196), (8.470718, 49.479196), (8.470934, 49.479386), (8.471193, 49.479265), (8.472233, 49.480426), (8.472312, 49.480461), (8.472403, 49.480546), (8.472435, 49.480618), (8.472721, 49.48089), (8.473302, 49.481528), (8.473334, 49.481537), (8.473415, 49.481541), (8.473446, 49.481554), (8.473523, 49.481633), (8.473506, 49.481665), (8.47345, 49.481726), (8.473406, 49.481767), (8.474764, 49.48325)]",49.456729,8.481132,49.48325,8.474764,660971,Neckarau - Hans-Sachs-Ring,339465,Kunsthalle
1180,"[(8.49513, 49.479399), (8.49513, 49.479399)]",49.479399,8.49513,49.479399,8.49513,339481,Oststadt - Luisenpark,339481,Oststadt - Luisenpark
1181,"[(8.474103, 49.484332), (8.474293, 49.484531), (8.473993, 49.484669), (8.471953, 49.485454), (8.471734, 49.48555), (8.471355, 49.485744), (8.469515, 49.486456), (8.468739, 49.48678), (8.46621, 49.487763), (8.466731, 49.488327), (8.466662, 49.488356), (8.466705, 49.488401), (8.465909, 49.488711), (8.465891, 49.488799), (8.465148, 49.489092), (8.466495, 49.490555), (8.46731, 49.490233), (8.466836, 49.489706)]",49.484332,8.474103,49.489706,8.466836,29964359,Am Plankenkopf,33282192,G1 – Marktplatz
1182,"[(8.476644, 49.485352), (8.475703, 49.485645), (8.475804, 49.485845), (8.475953, 49.48619), (8.476011, 49.486361), (8.476116, 49.486814), (8.4762, 49.487385), (8.476252, 49.487715), (8.47626, 49.4879), (8.476249, 49.488235), (8.476211, 49.488696), (8.476176, 49.488904), (8.476069, 49.489308), (8.476021, 49.48946), (8.475943, 49.489641), (8.475725, 49.490115), (8.475443, 49.490584), (8.475735, 49.490671), (8.475705, 49.490685)]",49.485352,8.476644,49.490685,8.475705,339461,Kongresszentrum Rosengarten,339456,Gewerkschaftshaus
1183,"[(8.482362, 49.47032), (8.482866, 49.469954), (8.483724, 49.470094), (8.483796, 49.470009), (8.483841, 49.470072), (8.483902, 49.470263), (8.48389, 49.470452), (8.483988, 49.470549), (8.48406, 49.471127), (8.484208, 49.47205), (8.4842, 49.472115), (8.48415, 49.472196), (8.483713, 49.472556), (8.483264, 49.472946), (8.482704, 49.473508), (8.482565, 49.473563), (8.482487, 49.473684), (8.482709, 49.473793), (8.482525, 49.473934), (8.482366, 49.474076), (8.482372, 49.474112), (8.48223, 49.47412), (8.481774, 49.474619), (8.480903, 49.475621), (8.480626, 49.47587), (8.47912, 49.477113), (8.475863, 49.479774), (8.475653, 49.479936), (8.474956, 49.480543), (8.474079, 49.481242), (8.474008, 49.481337), (8.473878, 49.481451), (8.473836, 49.481657), (8.473572, 49.481706), (8.473586, 49.481746), (8.474165, 49.482352), (8.475049, 49.483322), (8.47547, 49.483738), (8.47577, 49.483758), (8.475941, 49.483828), (8.476011, 49.48389), (8.476055, 49.483957), (8.476078, 49.484099), (8.475972, 49.484285), (8.47628, 49.484649), (8.476211, 49.484677), (8.476263, 49.484739), (8.477338, 49.485943), (8.478705, 49.487447), (8.478732, 49.487508), (8.478742, 49.487629), (8.478926, 49.487676), (8.479118, 49.487749), (8.47941, 49.487927), (8.479574, 49.488056), (8.479845, 49.488302), (8.480038, 49.488525), (8.480538, 49.489221), (8.481055, 49.489965), (8.481241, 49.490287), (8.481908, 49.491217), (8.482336, 49.491839), (8.482535, 49.492152), (8.482772, 49.492499), (8.482892, 49.492646), (8.483018, 49.49277), (8.483259, 49.492971), (8.483531, 49.493138), (8.483639, 49.493199), (8.484104, 49.493417), (8.484642, 49.493691), (8.48481, 49.493804), (8.484917, 49.493907), (8.485202, 49.494236), (8.486146, 49.495272), (8.488265, 49.497571), (8.488426, 49.497741), (8.488809, 49.498102), (8.488821, 49.498401), (8.488809, 49.498478), (8.488696, 49.498887), (8.488497, 49.50002), (8.488432, 49.500287), (8.488426, 49.500488), (8.488379, 49.500647), (8.488309, 49.50082), (8.48812, 49.501769), (8.488058, 49.502132), (8.488141, 49.502188), (8.487943, 49.502703), (8.487841, 49.503002), (8.488063, 49.503033), (8.488349, 49.503176), (8.488376, 49.50328), (8.489286, 49.503764), (8.489408, 49.504037), (8.489242, 49.504168), (8.490625, 49.504898), (8.490776, 49.504979), (8.490873, 49.505047), (8.490925, 49.50512), (8.491111, 49.505945), (8.491111, 49.505993), (8.491076, 49.50609), (8.491018, 49.506152), (8.492506, 49.506952), (8.492379, 49.50695), (8.492247, 49.506875)]",49.47032,8.482362,49.506875,8.492247,339478,Hochschule Mannheim,339350,Studentensiedlung Ludwig Frank
1184,"[(8.474764, 49.48325), (8.474005, 49.482414), (8.473316, 49.482679), (8.473269, 49.482728), (8.473208, 49.482709), (8.473071, 49.482788), (8.473038, 49.482749), (8.472662, 49.482904), (8.472704, 49.482936), (8.472632, 49.482947), (8.471875, 49.483227), (8.471589, 49.483339), (8.471477, 49.4834), (8.4711, 49.483552), (8.468808, 49.484441), (8.468986, 49.484628), (8.469017, 49.484696), (8.469113, 49.484803), (8.469033, 49.48484), (8.468984, 49.484873), (8.468828, 49.48488), (8.468539, 49.484995), (8.468494, 49.485065), (8.468482, 49.485114), (8.468505, 49.48516), (8.468585, 49.485255), (8.468474, 49.485307), (8.468845, 49.48571), (8.469553, 49.485439)]",49.48325,8.474764,49.485439,8.469553,339465,Kunsthalle,,
1185,"[(8.467299, 49.499003), (8.467426, 49.498924), (8.467786, 49.499398), (8.467931, 49.499506), (8.468481, 49.50024), (8.470515, 49.500982), (8.470905, 49.501104), (8.471016, 49.50115), (8.471083, 49.501226), (8.470842, 49.501877), (8.470911, 49.501931), (8.47106, 49.502012), (8.471757, 49.502022), (8.471461, 49.503336), (8.471451, 49.503622), (8.471546, 49.503617), (8.471913, 49.503617), (8.474581, 49.503809), (8.474691, 49.504158), (8.476754, 49.503926), (8.476768, 49.50397), (8.476815, 49.503968), (8.47686, 49.50398), (8.47689, 49.504003), (8.477043, 49.503984), (8.477463, 49.504042), (8.477559, 49.504222), (8.477581, 49.504364), (8.477619, 49.504442), (8.47797, 49.504449), (8.478061, 49.504464), (8.478288, 49.504379), (8.478559, 49.504395), (8.478749, 49.504396), (8.479292, 49.504333), (8.479541, 49.504388), (8.480073, 49.504421), (8.480549, 49.504408), (8.480939, 49.504347), (8.481145, 49.504467), (8.48156, 49.504385), (8.481579, 49.504453), (8.482164, 49.504383), (8.482254, 49.504433), (8.482615, 49.504382), (8.482597, 49.504402), (8.482665, 49.504551), (8.48484, 49.504252), (8.485059, 49.50504), (8.485172, 49.505028), (8.485327, 49.505032), (8.485392, 49.505044), (8.48554, 49.505101), (8.485634, 49.505161), (8.485725, 49.505236), (8.485772, 49.505417), (8.485952, 49.505435), (8.486238, 49.5054), (8.486301, 49.505294), (8.486726, 49.504679), (8.487379, 49.504667), (8.487612, 49.504489), (8.487751, 49.504517), (8.487874, 49.504568), (8.488519, 49.504906), (8.488586, 49.504856), (8.492506, 49.506952), (8.492379, 49.50695), (8.492247, 49.506875)]",49.499003,8.467299,49.506875,8.492247,339349,Neumarkt,339350,Studentensiedlung Ludwig Frank
1186,"[(8.473639, 49.485731), (8.472939, 49.486005), (8.472582, 49.486136), (8.472059, 49.486348), (8.47256, 49.487136), (8.472585, 49.487199), (8.472644, 49.487495), (8.472665, 49.487746), (8.472607, 49.488157), (8.472319, 49.488273), (8.474654, 49.490837), (8.474715, 49.490863), (8.47475, 49.490867), (8.474678, 49.490962), (8.474435, 49.491215), (8.474225, 49.491417), (8.473939, 49.491616), (8.4735, 49.491943), (8.473164, 49.49212), (8.472889, 49.492241), (8.472592, 49.492342), (8.472007, 49.492564), (8.471968, 49.492568), (8.471874, 49.492557), (8.471685, 49.492586), (8.471785, 49.492956), (8.471777, 49.493056), (8.47157, 49.493232), (8.471531, 49.493367), (8.471536, 49.493407), (8.471562, 49.493452), (8.472896, 49.494903), (8.47304, 49.495038), (8.473185, 49.495134), (8.473268, 49.495202), (8.473549, 49.495491), (8.4741, 49.496148), (8.474251, 49.496438), (8.474261, 49.496495), (8.47421, 49.496618), (8.472728, 49.497102), (8.472607, 49.497152), (8.472541, 49.497198), (8.472465, 49.497299), (8.472269, 49.497719), (8.471953, 49.498595), (8.471882, 49.498909), (8.471791, 49.499219), (8.471507, 49.499968), (8.471401, 49.500382), (8.471153, 49.501036), (8.471031, 49.501018), (8.471047, 49.500974), (8.470953, 49.50096), (8.470825, 49.500913), (8.470733, 49.500845), (8.470947, 49.500712)]",49.485731,8.473639,49.500712,8.470947,4915747,P7 - Fressgasse,30612231,Neckarstadt-West – Gartenfeldstraße
1187,"[(8.4898, 49.478364), (8.49006, 49.478261), (8.490167, 49.478372), (8.488426, 49.479056), (8.488483, 49.479117), (8.488401, 49.479146), (8.488451, 49.479204), (8.485879, 49.480192), (8.484134, 49.480883), (8.481835, 49.481773), (8.478242, 49.483183), (8.478172, 49.483231), (8.47814, 49.48327), (8.478184, 49.483439), (8.478193, 49.483538), (8.478162, 49.483704), (8.478093, 49.483846), (8.477947, 49.48401), (8.477859, 49.48408), (8.47773, 49.484159), (8.477594, 49.484228), (8.47651, 49.484648), (8.475703, 49.484951), (8.475342, 49.48507), (8.475033, 49.485168), (8.474915, 49.485213), (8.474796, 49.485273), (8.474391, 49.485437), (8.472939, 49.486005), (8.472582, 49.486136), (8.471188, 49.486692), (8.470115, 49.4871), (8.4708, 49.487831), (8.471424, 49.487583)]",49.478364,8.4898,49.487583,8.471424,195402059,Oststadt - Augusta Anlage,31471276,R5
1188,"[(8.486921, 49.474336), (8.48699, 49.474432), (8.486845, 49.474477), (8.486824, 49.474446), (8.486808, 49.474451), (8.486761, 49.474514), (8.486743, 49.47452), (8.486714, 49.474484), (8.486552, 49.474546), (8.48631, 49.474303), (8.48622, 49.474234), (8.486087, 49.474158), (8.485964, 49.47411), (8.485823, 49.474071), (8.48575, 49.47406), (8.484725, 49.47405), (8.483993, 49.474052), (8.48238, 49.474168), (8.482164, 49.474193), (8.481854, 49.474233), (8.481639, 49.474295), (8.480543, 49.474836), (8.479929, 49.475178), (8.479785, 49.475274), (8.47968, 49.475305), (8.479571, 49.475363), (8.479475, 49.475346), (8.478867, 49.475725), (8.47822, 49.476164), (8.476403, 49.477623), (8.472974, 49.480423), (8.472764, 49.480585), (8.472631, 49.480664), (8.472434, 49.480761), (8.471813, 49.481004), (8.471118, 49.481335), (8.470343, 49.481639), (8.469302, 49.482025), (8.466469, 49.483135), (8.46564, 49.483453), (8.463476, 49.484306), (8.463409, 49.484452), (8.463369, 49.484444), (8.463288, 49.484492), (8.463111, 49.484553), (8.463036, 49.484567), (8.462986, 49.484645), (8.462905, 49.484638), (8.462808, 49.484649), (8.462514, 49.48476)]",49.474336,8.486921,49.48476,8.462514,660943,Schwetzingerstadt - rnv Betriebshof Möhlstraße,148606240,A1 - Landgericht/Universität
1189,"[(8.475705, 49.490685), (8.475735, 49.490671), (8.475443, 49.490584), (8.475297, 49.490786), (8.475185, 49.490916), (8.474967, 49.491135), (8.474285, 49.491664), (8.473833, 49.491976), (8.473488, 49.492192), (8.473152, 49.492382), (8.47205, 49.492884), (8.47194, 49.492942), (8.471777, 49.493056), (8.47157, 49.493232), (8.471531, 49.493367), (8.471536, 49.493407), (8.471562, 49.493452), (8.472896, 49.494903), (8.47304, 49.495038), (8.473185, 49.495134), (8.473268, 49.495202), (8.473549, 49.495491), (8.4741, 49.496148), (8.47422, 49.4962), (8.474335, 49.496237), (8.474393, 49.496246), (8.474536, 49.496242), (8.474645, 49.49622), (8.474819, 49.496244), (8.474894, 49.496283), (8.475325, 49.496653), (8.475422, 49.496716), (8.475305, 49.496699), (8.475169, 49.496709), (8.474676, 49.496815), (8.475147, 49.497763), (8.475425, 49.498464), (8.475634, 49.499085), (8.475786, 49.499636), (8.475825, 49.499677), (8.475934, 49.499782), (8.476494, 49.501825), (8.476544, 49.501969), (8.476843, 49.502948), (8.477088, 49.503843), (8.476979, 49.503888)]",49.490685,8.475705,49.503888,8.476979,339456,Gewerkschaftshaus,27230871,Neckarstadt-Ost - Herzogenriedpark
1190,"[(8.478807, 49.481625), (8.478916, 49.481583), (8.479612, 49.482346), (8.479801, 49.482571), (8.478242, 49.483183), (8.478172, 49.483231), (8.47814, 49.48327), (8.478184, 49.483439), (8.478193, 49.483538), (8.478162, 49.483704), (8.478093, 49.483846), (8.477947, 49.48401), (8.477859, 49.48408), (8.47773, 49.484159), (8.477594, 49.484228), (8.47651, 49.484648), (8.475703, 49.484951), (8.475342, 49.48507), (8.475033, 49.485168), (8.474915, 49.485213), (8.474796, 49.485273), (8.474616, 49.485348), (8.473639, 49.485731)]",49.481625,8.478807,49.485731,8.473639,28450647,Schwetzingerstadt - Richard-Wagner-Straße,4915747,P7 - Fressgasse
1191,"[(8.471311, 49.490831), (8.471231, 49.490745), (8.47043, 49.491063), (8.471655, 49.492405), (8.471693, 49.492619), (8.471785, 49.492956), (8.471777, 49.493056), (8.47157, 49.493232), (8.471473, 49.493293), (8.471346, 49.493356), (8.471254, 49.493391), (8.471015, 49.493439), (8.470808, 49.493465), (8.470444, 49.493528), (8.469996, 49.49366), (8.469724, 49.493713), (8.468786, 49.493874), (8.468683, 49.493946), (8.468577, 49.493988), (8.468515, 49.493984), (8.467922, 49.494055), (8.467718, 49.494068), (8.467088, 49.494094), (8.4666, 49.494099), (8.466028, 49.494094), (8.46594, 49.494107), (8.464461, 49.494112), (8.463561, 49.494076), (8.463538, 49.494298), (8.463546, 49.494312), (8.463663, 49.494395), (8.46359, 49.494423), (8.463348, 49.494489), (8.463247, 49.494507), (8.461996, 49.49466), (8.461867, 49.49467), (8.461817, 49.494734), (8.461731, 49.494789), (8.461019, 49.495029), (8.4609, 49.495089), (8.460784, 49.495167), (8.460688, 49.495247), (8.460584, 49.495357), (8.460331, 49.495267), (8.460078, 49.495251), (8.459963, 49.49523), (8.459846, 49.49498), (8.459836, 49.494893), (8.459652, 49.494498)]",49.490831,8.471311,49.494498,8.459652,30612250,U3 – Herschelbad,30612203,Jungbusch - Beilstraße
1192,"[(8.487279, 49.484897), (8.487268, 49.484883), (8.486974, 49.485012), (8.484651, 49.485914), (8.484707, 49.485984), (8.483261, 49.486553), (8.479908, 49.487868), (8.479722, 49.487947), (8.479678, 49.48799), (8.479673, 49.48804), (8.479837, 49.488197), (8.4801, 49.488487), (8.480267, 49.488709), (8.480486, 49.488955), (8.480709, 49.489239), (8.480731, 49.489311), (8.480801, 49.489463), (8.480771, 49.489557), (8.481055, 49.489965), (8.481241, 49.490287), (8.481908, 49.491217), (8.482336, 49.491839), (8.482535, 49.492152), (8.482772, 49.492499), (8.482892, 49.492646), (8.483018, 49.49277), (8.483259, 49.492971), (8.483531, 49.493138), (8.483639, 49.493199), (8.484104, 49.493417), (8.484642, 49.493691), (8.48481, 49.493804), (8.484917, 49.493907), (8.485202, 49.494236), (8.486146, 49.495272), (8.488265, 49.497571), (8.488426, 49.497741), (8.488809, 49.498102), (8.488821, 49.498401), (8.488809, 49.498478), (8.488696, 49.498887), (8.488497, 49.50002), (8.488432, 49.500287), (8.488426, 49.500488), (8.488379, 49.500647), (8.488309, 49.50082), (8.48812, 49.501769), (8.488058, 49.502132), (8.488141, 49.502188), (8.487943, 49.502703), (8.487841, 49.503002), (8.488063, 49.503033), (8.488349, 49.503176), (8.488376, 49.50328), (8.489286, 49.503764), (8.489408, 49.504037), (8.489242, 49.504168), (8.490625, 49.504898), (8.490776, 49.504979), (8.490873, 49.505047), (8.490925, 49.50512), (8.491111, 49.505945), (8.491111, 49.505993), (8.491076, 49.50609), (8.491018, 49.506152), (8.492506, 49.506952), (8.492379, 49.50695), (8.492247, 49.506875)]",49.484897,8.487279,49.506875,8.492247,146888993,Oststadt - Unterer Luisenpark,339350,Studentensiedlung Ludwig Frank
1193,"[(8.478807, 49.481625), (8.47871, 49.481663), (8.477941, 49.480816), (8.477653, 49.480899), (8.477587, 49.480869), (8.477371, 49.480923), (8.476001, 49.481199), (8.475036, 49.481385), (8.474254, 49.481547), (8.474089, 49.481607), (8.473304, 49.481758), (8.472709, 49.482006), (8.472643, 49.482063), (8.472506, 49.481983), (8.47232, 49.482083), (8.472146, 49.482157), (8.471439, 49.481436), (8.471225, 49.481349), (8.471118, 49.481335), (8.470343, 49.481639), (8.469302, 49.482025), (8.468517, 49.482333), (8.468353, 49.48234), (8.468273, 49.482326), (8.468195, 49.482299), (8.468145, 49.482243), (8.467059, 49.482658), (8.465846, 49.483141), (8.465785, 49.483138), (8.465702, 49.483153), (8.465386, 49.48324), (8.465285, 49.48313), (8.464752, 49.483335), (8.463684, 49.483754), (8.463613, 49.483764), (8.461975, 49.484394), (8.461291, 49.484666), (8.461121, 49.48448), (8.461053, 49.484455), (8.460813, 49.484418), (8.460492, 49.484369), (8.460418, 49.48436), (8.460256, 49.48442), (8.460064, 49.484493), (8.459993, 49.484493), (8.459915, 49.484522), (8.45994, 49.48455)]",49.481625,8.478807,49.48455,8.45994,28450647,Schwetzingerstadt - Richard-Wagner-Straße,339468,Universität Mensa
1194,"[(8.471549, 49.479668), (8.471784, 49.479928), (8.471656, 49.479979), (8.47163, 49.480029), (8.471652, 49.480046), (8.471164, 49.48023), (8.471328, 49.480408), (8.47125, 49.480441), (8.471631, 49.480857), (8.471553, 49.480893), (8.471214, 49.481027), (8.470889, 49.481166), (8.470863, 49.4812), (8.470191, 49.481473), (8.470139, 49.481472), (8.469993, 49.481528), (8.469035, 49.481904), (8.467059, 49.482658), (8.465846, 49.483141), (8.465779, 49.483319), (8.465751, 49.483319), (8.465686, 49.483405), (8.465685, 49.483436), (8.463197, 49.484415), (8.462279, 49.484761), (8.461529, 49.485063), (8.461515, 49.485161), (8.46217, 49.485873), (8.462107, 49.486026), (8.46209, 49.48611), (8.462015, 49.486109), (8.461971, 49.486115), (8.461934, 49.486129), (8.461708, 49.486262), (8.461676, 49.486299), (8.46167, 49.486359), (8.461696, 49.486426), (8.4616, 49.486463), (8.463688, 49.488741), (8.462981, 49.488987)]",49.479668,8.471549,49.488987,8.462981,58196168,HBf / Hilton Garden Inn,339464,E4 - Rathaus
1195,"[(8.472011, 49.473966), (8.47218, 49.473981), (8.47215, 49.474124), (8.471243, 49.474574), (8.471004, 49.474693), (8.470727, 49.476007), (8.470703, 49.476078), (8.470832, 49.476149), (8.470898, 49.476206)]",49.473966,8.472011,49.476206,8.470898,28450242,Lindenhof - Hanns-Glückstein-Park,,
1196,"[(8.469198, 49.480801), (8.469137, 49.480735), (8.469135, 49.480703), (8.469159, 49.480673), (8.4692, 49.480652), (8.469294, 49.480646), (8.469343, 49.480667), (8.469362, 49.480685), (8.46942, 49.480765), (8.470088, 49.481491), (8.470139, 49.481472), (8.470191, 49.481473), (8.470377, 49.48168), (8.471122, 49.481388), (8.471188, 49.481399), (8.471187, 49.481415), (8.471287, 49.481529), (8.471341, 49.481555), (8.473505, 49.483757), (8.473582, 49.483788), (8.474293, 49.484531), (8.474915, 49.485213), (8.474796, 49.485273), (8.474616, 49.485348), (8.473639, 49.485731)]",49.480801,8.469198,49.485731,8.473639,276163348,Tunnelstraße / Suezkanal,4915747,P7 - Fressgasse
1197,"[(8.482493, 49.478474), (8.482176, 49.478725), (8.481956, 49.478919), (8.481185, 49.479541), (8.481995, 49.480389), (8.483397, 49.481908), (8.483286, 49.481987), (8.482381, 49.483445), (8.479809, 49.484443), (8.480555, 49.485278), (8.480485, 49.485305), (8.479918, 49.486539), (8.479973, 49.486553), (8.480061, 49.486604), (8.480096, 49.486651), (8.480107, 49.486703), (8.480093, 49.486754), (8.480057, 49.486799), (8.480002, 49.486835), (8.479933, 49.486858), (8.479857, 49.486867), (8.47978, 49.48686), (8.479462, 49.487573), (8.479306, 49.487596), (8.47926, 49.487697), (8.479377, 49.487755), (8.47947, 49.48783), (8.479511, 49.48788), (8.479837, 49.488197), (8.4801, 49.488487), (8.480267, 49.488709), (8.480486, 49.488955), (8.480709, 49.489239), (8.480731, 49.489311), (8.480801, 49.489463), (8.480839, 49.489524), (8.480873, 49.489489), (8.480947, 49.489598), (8.480566, 49.489712), (8.480651, 49.489838), (8.48071, 49.489821), (8.480507, 49.489553), (8.480302, 49.489579), (8.480299, 49.48956)]",49.478474,8.482493,49.48956,8.480299,339485,Schwetzingerstadt - Pestalozzischule,339457,Theresienkrankenhaus
1198,"[(8.465929, 49.487872), (8.46452, 49.488419), (8.466495, 49.490555), (8.46731, 49.490233), (8.466836, 49.489706)]",49.487872,8.465929,49.489706,8.466836,,,33282192,G1 – Marktplatz
1199,"[(8.486921, 49.474336), (8.487063, 49.474543), (8.487111, 49.474584), (8.487162, 49.474661), (8.487171, 49.47471), (8.487278, 49.474866), (8.48745, 49.474869), (8.487479, 49.474915), (8.487609, 49.474882), (8.487896, 49.474773), (8.487911, 49.474789), (8.488085, 49.474818), (8.488156, 49.47481), (8.488322, 49.474839), (8.488402, 49.474918), (8.488468, 49.474967), (8.488568, 49.475007), (8.488685, 49.475033), (8.488889, 49.475049), (8.489103, 49.474544), (8.489488, 49.474609)]",49.474336,8.486921,49.474609,8.489488,660943,Schwetzingerstadt - rnv Betriebshof Möhlstraße,660945,Schwetzingerstadt - Dynamostraße
1200,"[(8.467846, 49.477824), (8.467896, 49.477872), (8.467902, 49.477894), (8.469171, 49.477966), (8.469148, 49.477974), (8.469233, 49.477977), (8.469125, 49.478034), (8.469057, 49.478068), (8.469029, 49.478151), (8.470256, 49.479241), (8.470266, 49.479274), (8.470308, 49.479286), (8.470366, 49.479335), (8.470335, 49.47935), (8.470361, 49.479373), (8.470214, 49.479447), (8.470428, 49.479631), (8.470312, 49.479687), (8.470253, 49.479737), (8.470132, 49.479816), (8.470037, 49.479863), (8.47007, 49.479892), (8.47012, 49.479982), (8.470124, 49.480039), (8.470223, 49.480025), (8.470391, 49.480047), (8.470444, 49.480066), (8.470571, 49.480132), (8.471049, 49.480579), (8.4711, 49.480557), (8.471511, 49.480988), (8.471566, 49.481121), (8.472232, 49.481811), (8.47257, 49.482187), (8.473194, 49.482829), (8.474823, 49.484458), (8.475133, 49.484793), (8.475342, 49.48507), (8.475428, 49.485193), (8.475703, 49.485645), (8.475804, 49.485845), (8.475953, 49.48619), (8.476034, 49.486443), (8.476116, 49.486814), (8.4762, 49.487385), (8.476252, 49.487715), (8.47626, 49.4879), (8.476249, 49.488235), (8.476211, 49.488696), (8.476176, 49.488904), (8.476069, 49.489308), (8.476021, 49.48946), (8.475943, 49.489641), (8.475725, 49.490115), (8.475443, 49.490584), (8.475735, 49.490671), (8.475705, 49.490685)]",49.477824,8.467846,49.490685,8.475705,364019650,Lindenhofplatz / HBF Süd,339456,Gewerkschaftshaus
1201,"[(8.487279, 49.484897), (8.487268, 49.484883), (8.486974, 49.485012), (8.479708, 49.487834), (8.479627, 49.48792), (8.479511, 49.48788), (8.47947, 49.48783), (8.479377, 49.487755), (8.47926, 49.487697), (8.478874, 49.487584), (8.478643, 49.487543), (8.478645, 49.487612), (8.478606, 49.487844), (8.478329, 49.48781), (8.47676, 49.487754), (8.476672, 49.487789), (8.476473, 49.487812), (8.476371, 49.487841), (8.47626, 49.4879), (8.476249, 49.488235), (8.476211, 49.488696), (8.476176, 49.488904), (8.476021, 49.48946), (8.475725, 49.490115), (8.47543, 49.490605), (8.475297, 49.490786), (8.475185, 49.490916), (8.474967, 49.491135), (8.474285, 49.491664), (8.473833, 49.491976), (8.473488, 49.492192), (8.473152, 49.492382), (8.47205, 49.492884), (8.47194, 49.492942), (8.471777, 49.493056), (8.47157, 49.493232), (8.471473, 49.493293), (8.471346, 49.493356), (8.471254, 49.493391), (8.471015, 49.493439), (8.470808, 49.493465), (8.470444, 49.493528), (8.469996, 49.49366), (8.469102, 49.493822), (8.468476, 49.49392), (8.467795, 49.493984), (8.467234, 49.494017), (8.466522, 49.494043), (8.46577, 49.49405), (8.464458, 49.494048), (8.464053, 49.494041), (8.463649, 49.494019), (8.463325, 49.493984), (8.463051, 49.493932), (8.461745, 49.493713), (8.461595, 49.493677), (8.461112, 49.493544), (8.460874, 49.49346), (8.460579, 49.493337), (8.460375, 49.493233), (8.460155, 49.493104), (8.45989, 49.49313), (8.459008, 49.49349)]",49.484897,8.487279,49.49349,8.459008,146888993,Oststadt - Unterer Luisenpark,339476,Jungbusch - Jungbuschstraße
1202,"[(8.487279, 49.484897), (8.487268, 49.484883), (8.486974, 49.485012), (8.479708, 49.487834), (8.479627, 49.48792), (8.479511, 49.48788), (8.47947, 49.48783), (8.479377, 49.487755), (8.47926, 49.487697), (8.478874, 49.487584), (8.478643, 49.487543), (8.478645, 49.487612), (8.478606, 49.487844), (8.478329, 49.48781), (8.47676, 49.487754), (8.476672, 49.487789), (8.476473, 49.487812), (8.476371, 49.487841), (8.47626, 49.4879), (8.476249, 49.488235), (8.476211, 49.488696), (8.476176, 49.488904), (8.476021, 49.48946), (8.475725, 49.490115), (8.47543, 49.490605), (8.475297, 49.490786), (8.475185, 49.490916), (8.474967, 49.491135), (8.474623, 49.491407), (8.474285, 49.491664), (8.473833, 49.491976), (8.473488, 49.492192), (8.473152, 49.492382), (8.47205, 49.492884), (8.47194, 49.492942), (8.471777, 49.493056), (8.47157, 49.493232), (8.471531, 49.493367), (8.471536, 49.493407), (8.471562, 49.493452), (8.472896, 49.494903), (8.47304, 49.495038), (8.473185, 49.495134), (8.473268, 49.495202), (8.473396, 49.495333), (8.472971, 49.49552), (8.473039, 49.495594), (8.471776, 49.496012), (8.471711, 49.496106), (8.47152, 49.496165), (8.47231, 49.497202), (8.472318, 49.497226), (8.47231, 49.49725), (8.472242, 49.497327), (8.472006, 49.497413), (8.469096, 49.498356), (8.468248, 49.498643), (8.467598, 49.498844), (8.467426, 49.498924), (8.467299, 49.499003)]",49.484897,8.487279,49.499003,8.467299,146888993,Oststadt - Unterer Luisenpark,339349,Neumarkt
