start_id,end_id,start_lat,start_lon,end_lat,end_lon,count
339485,339343,49.478512,8.482561,49.49707,8.473044,166
28450544,339472,49.475967,8.483157,49.48711,8.456876,166
7853258,30612231,49.492344,8.482906,49.500678,8.470904,166
339462,30612203,49.489761,8.468437,49.4945,8.459644,166
31471276,28450544,49.487604,8.471435,49.475967,8.483157,165
339464,339354,49.489012,8.462997,49.493002,8.470325,165
339478,58196617,49.470261,8.482255,49.476208,8.470888,165
148606240,339354,49.484796,8.462552,49.493002,8.470325,165
339343,339463,49.49707,8.473044,49.487956,8.466007,165
339346,339463,49.497263,8.483832,49.487956,8.466007,165
339463,28450681,49.487956,8.466007,49.496424,8.47725,165
7853258,146888993,49.492344,8.482906,49.48489,8.487298,165
148606240,660951,49.484796,8.462552,49.48275,8.463303,165
339464,30612203,49.489012,8.462997,49.4945,8.459644,164
339343,58196168,49.49707,8.473044,49.479693,8.471489,164
378596231,378596026,49.451792,8.537525,49.463125,8.555903,164
148606240,33282192,49.484796,8.462552,49.489671,8.466929,163
28450242,339472,49.473974,8.472009,49.48711,8.456876,162
276163348,31471276,49.480781,8.469247,49.487604,8.471435,162
660951,28450647,49.48275,8.463303,49.481645,8.478822,162
339472,28450681,49.48711,8.456876,49.496424,8.47725,162
364019650,339476,49.477839,8.467814,49.493448,8.458968,162
58196168,339346,49.479693,8.471489,49.497263,8.483832,162
339475,30612240,49.47996,8.469749,49.499357,8.461822,161
339472,660971,49.48711,8.456876,49.456695,8.481027,161
339476,28450596,49.493448,8.458968,49.479913,8.475652,161
339464,276163348,49.489012,8.462997,49.480781,8.469247,161
660939,339475,49.464913,8.475941,49.47996,8.469749,161
30612203,339354,49.4945,8.459644,49.493002,8.470325,160
339346,30612231,49.497263,8.483832,49.500678,8.470904,160
30612231,148606240,49.500678,8.470904,49.484796,8.462552,160
339475,5582461,49.47996,8.469749,49.481997,8.483387,159
339476,339468,49.493448,8.458968,49.484576,8.459859,159
339476,339485,49.493448,8.458968,49.478512,8.482561,159
29964359,660951,49.484387,8.473963,49.48275,8.463303,158
339464,339466,49.489012,8.462997,49.491183,8.462391,158
339463,339464,49.487956,8.466007,49.489012,8.462997,158
27230871,339346,49.503921,8.477009,49.497263,8.483832,158
339464,339352,49.489012,8.462997,49.497225,8.457751,158
660951,339465,49.48275,8.463303,49.483245,8.474793,157
276163348,7853258,49.480781,8.469247,49.492344,8.482906,157
339475,4915747,49.47996,8.469749,49.485698,8.473613,157
148606240,339473,49.484796,8.462552,49.484705,8.463544,157
148606240,339485,49.484796,8.462552,49.478512,8.482561,157
339461,660951,49.485357,8.47665,49.48275,8.463303,156
660971,27231009,49.456695,8.481027,49.452873,8.495253,156
